title,budget,worldwidegross,datecopy,date2,rate1,year,month,yearMean,logYearMeanRate
Mars Attacks!,80000000,101354208,13-Dec-96,13-Dec-96,1.2669276,1996,12,3.1613791,1.1510084
Jerry Maguire,50000000,273668230,13-Dec-96,13-Dec-96,5.4733648,1996,12,3.1613791,1.1510084
Everyone Says I Love You,20000000,34588635,6-Dec-96,6-Dec-96,1.7294317,1996,12,3.1613791,1.1510084
Daylight,80000000,158885565,6-Dec-96,6-Dec-96,1.9860696,1996,12,3.1613791,1.1510084
Jingle All the Way,60000000,129813641,22-Nov-96,22-Nov-96,2.1635606,1996,11,3.1613791,1.1510084
Shine,5500000,35811509,22-Nov-96,22-Nov-96,6.5111833,1996,11,3.1613791,1.1510084
Star Trek: First Contact,46000000,149940675,22-Nov-96,22-Nov-96,3.2595799,1996,11,3.1613791,1.1510084
Sling Blade,4833610,34175000,20-Nov-96,20-Nov-96,7.0702848,1996,11,3.1613791,1.1510084
The Mirror Has Two Faces,42000000,41252428,15-Nov-96,15-Nov-96,0.98220068,1996,11,3.1613791,1.1510084
The English Patient,35000000,231651430,15-Nov-96,15-Nov-96,6.6186123,1996,11,3.1613791,1.1510084
Space Jam,80000000,250180069,15-Nov-96,15-Nov-96,3.1272509,1996,11,3.1613791,1.1510084
Ransom,70000000,308656140,8-Nov-96,8-Nov-96,4.4093733,1996,11,3.1613791,1.1510084
Set It Off,9000000,36049108,6-Nov-96,6-Nov-96,4.0054564,1996,11,3.1613791,1.1510084
Romeo+Juliet,14500000,147542381,1-Nov-96,1-Nov-96,10.175337,1996,11,3.1613791,1.1510084
The Funeral,12500000,1306233,1-Nov-96,1-Nov-96,0.10449864,1996,11,3.1613791,1.1510084
Thinner,14000000,15171475,25-Oct-96,25-Oct-96,1.0836768,1996,10,3.1613791,1.1510084
Swingers,200000,6618578,18-Oct-96,18-Oct-96,33.092892,1996,10,3.1613791,1.1510084
Sleepers,44000000,165600852,18-Oct-96,18-Oct-96,3.7636557,1996,10,3.1613791,1.1510084
Get on the Bus,2400000,5660056,16-Oct-96,16-Oct-96,2.3583567,1996,10,3.1613791,1.1510084
The Ghost and the Darkness,55000000,38553833,11-Oct-96,11-Oct-96,0.70097876,1996,10,3.1613791,1.1510084
The Long Kiss Goodnight,65000000,33430951,11-Oct-96,11-Oct-96,0.51432234,1996,10,3.1613791,1.1510084
Trees Lounge,1300000,749741,11-Oct-96,11-Oct-96,0.57672387,1996,10,3.1613791,1.1510084
Michael Collins,25000000,27511248,11-Oct-96,11-Oct-96,1.1004499,1996,10,3.1613791,1.1510084
The Glimmer Man,45000000,36301706,4-Oct-96,4-Oct-96,0.80670458,1996,10,3.1613791,1.1510084
That Thing You Do!,2500000,34509813,4-Oct-96,4-Oct-96,13.803926,1996,10,3.1613791,1.1510084
Crash,10000000,3168660,4-Oct-96,4-Oct-96,0.31686601,1996,10,3.1613791,1.1510084
Bound,4500000,7007589,4-Oct-96,4-Oct-96,1.557242,1996,10,3.1613791,1.1510084
Secrets & Lies,4500000,13417292,28-Sep-96,28-Sep-96,2.9816206,1996,9,3.1613791,1.1510084
Extreme Measures,38000000,17369541,27-Sep-96,27-Sep-96,0.45709318,1996,9,3.1613791,1.1510084
The First Wives Club,30000000,181444419,20-Sep-96,20-Sep-96,6.0481472,1996,9,3.1613791,1.1510084
When The Cat's Away,300000,2525984,20-Sep-96,20-Sep-96,8.4199467,1996,9,3.1613791,1.1510084
Last Man Standing,67000000,18100017,20-Sep-96,20-Sep-96,0.2701495,1996,9,3.1613791,1.1510084
Maximum Risk,25000000,51639438,13-Sep-96,13-Sep-96,2.0655775,1996,9,3.1613791,1.1510084
Bogus,32000000,4340826,6-Sep-96,6-Sep-96,0.13565081,1996,9,3.1613791,1.1510084
The Island of Dr. Moreau,40000000,27663982,23-Aug-96,23-Aug-96,0.69159955,1996,8,3.1613791,1.1510084
Freeway,3000000,295493,23-Aug-96,23-Aug-96,0.098497666,1996,8,3.1613791,1.1510084
She's the One,3500000,13711141,23-Aug-96,23-Aug-96,3.9174688,1996,8,3.1613791,1.1510084
The Fan,55000000,18406215,16-Aug-96,16-Aug-96,0.33465844,1996,8,3.1613791,1.1510084
Kansas City,19000000,1353824,16-Aug-96,16-Aug-96,0.071253896,1996,8,3.1613791,1.1510084
Tin Cup,45000000,75854588,16-Aug-96,16-Aug-96,1.6856575,1996,8,3.1613791,1.1510084
Basquiat,3000000,2729067,9-Aug-96,9-Aug-96,0.90968901,1996,8,3.1613791,1.1510084
Jack,45000000,58617334,9-Aug-96,9-Aug-96,1.3026074,1996,8,3.1613791,1.1510084
Escape from L.A.,50000000,25329895,9-Aug-96,9-Aug-96,0.50659788,1996,8,3.1613791,1.1510084
Chain Reaction,55000000,59533842,2-Aug-96,2-Aug-96,1.0824335,1996,8,3.1613791,1.1510084
Emma,5900000,37641742,2-Aug-96,2-Aug-96,6.3799562,1996,8,3.1613791,1.1510084
Kingpin,25000000,32079969,26-Jul-96,26-Jul-96,1.2831987,1996,7,3.1613791,1.1510084
Stonewall,2000000,304602,26-Jul-96,26-Jul-96,0.152301,1996,7,3.1613791,1.1510084
The Adventures of Pinocchio,25000000,36288577,26-Jul-96,26-Jul-96,1.4515431,1996,7,3.1613791,1.1510084
A Time to Kill,40000000,152206165,24-Jul-96,24-Jul-96,3.8051541,1996,7,3.1613791,1.1510084
Fled,30000000,19892205,19-Jul-96,19-Jul-96,0.66307348,1996,7,3.1613791,1.1510084
Trainspotting,3100000,71560987,19-Jul-96,19-Jul-96,23.084188,1996,7,3.1613791,1.1510084
Walking and Talking,1000000,1559610,17-Jul-96,17-Jul-96,1.55961,1996,7,3.1613791,1.1510084
Multiplicity,45000000,20101861,17-Jul-96,17-Jul-96,0.44670802,1996,7,3.1613791,1.1510084
Les Visiteurs,7000000,98754000,12-Jul-96,12-Jul-96,14.107715,1996,7,3.1613791,1.1510084
Courage Under Fire,46000000,100748262,12-Jul-96,12-Jul-96,2.1901796,1996,7,3.1613791,1.1510084
Harriet the Spy,13000000,26539321,10-Jul-96,10-Jul-96,2.0414863,1996,7,3.1613791,1.1510084
Phenomenon,32000000,152032573,5-Jul-96,5-Jul-96,4.751018,1996,7,3.1613791,1.1510084
Independence Day,75000000,817355682,2-Jul-96,2-Jul-96,10.898076,1996,7,3.1613791,1.1510084
The Nutty Professor,55000000,273769345,28-Jun-96,28-Jun-96,4.9776244,1996,6,3.1613791,1.1510084
Striptease,50000000,112958418,28-Jun-96,28-Jun-96,2.2591684,1996,6,3.1613791,1.1510084
Lone Star,5000000,12952403,21-Jun-96,21-Jun-96,2.5904806,1996,6,3.1613791,1.1510084
The Hunchback of Notre Dame,100000000,325478752,21-Jun-96,21-Jun-96,3.2547874,1996,6,3.1613791,1.1510084
Eraser,100000000,234387469,21-Jun-96,21-Jun-96,2.3438747,1996,6,3.1613791,1.1510084
The Cable Guy,47000000,102739932,14-Jun-96,14-Jun-96,2.185956,1996,6,3.1613791,1.1510084
The Rock,75000000,335955936,7-Jun-96,7-Jun-96,4.4794126,1996,6,3.1613791,1.1510084
The Phantom,45000000,17220599,7-Jun-96,7-Jun-96,0.38267997,1996,6,3.1613791,1.1510084
Dragonheart,57000000,104317350,31-May-96,31-May-96,1.8301289,1996,5,3.1613791,1.1510084
Spy Hard,18000000,26906039,24-May-96,24-May-96,1.4947799,1996,5,3.1613791,1.1510084
Mission: Impossible,80000000,457607112,21-May-96,21-May-96,5.720089,1996,5,3.1613791,1.1510084
Flipper,25530000,30561008,17-May-96,17-May-96,1.1970626,1996,5,3.1613791,1.1510084
Welcome to the Dollhouse,800000,5034794,10-May-96,10-May-96,6.2934923,1996,5,3.1613791,1.1510084
Twister,88000000,495700000,10-May-96,10-May-96,5.6329546,1996,5,3.1613791,1.1510084
The Pallbearer,8000000,5612586,3-May-96,3-May-96,0.70157325,1996,5,3.1613791,1.1510084
The Craft,15000000,55603049,3-May-96,3-May-96,3.7068698,1996,5,3.1613791,1.1510084
Le hussard sur le toit,35000000,1286429,19-Apr-96,19-Apr-96,0.036755115,1996,4,3.1613791,1.1510084
Mrs. Winterbourne,25000000,10039566,19-Apr-96,19-Apr-96,0.40158263,1996,4,3.1613791,1.1510084
Faithful,13000000,2101580,5-Apr-96,5-Apr-96,0.16166,1996,4,3.1613791,1.1510084
A Thin Line Between Love & Hate,8000000,34873513,3-Apr-96,3-Apr-96,4.359189,1996,4,3.1613791,1.1510084
Bang,10000,527,1-Apr-96,1-Apr-96,0.052700002,1996,4,3.1613791,1.1510084
Sgt. Bilko,39000000,37741475,29-Mar-96,29-Mar-96,0.9677301,1996,3,3.1613791,1.1510084
Girl 6,12000000,4855000,22-Mar-96,22-Mar-96,0.40458333,1996,3,3.1613791,1.1510084
Flirting with Disaster,7000000,15998144,22-Mar-96,22-Mar-96,2.285449,1996,3,3.1613791,1.1510084
Executive Decision,55000000,121872312,15-Mar-96,15-Mar-96,2.2158601,1996,3,3.1613791,1.1510084
Fargo,7000000,51184363,8-Mar-96,8-Mar-96,7.3120518,1996,3,3.1613791,1.1510084
Up Close & Personal,60000000,100584674,1-Mar-96,1-Mar-96,1.6764113,1996,3,3.1613791,1.1510084
Mary Reilly,47000000,12807914,23-Feb-96,23-Feb-96,0.2725088,1996,2,3.1613791,1.1510084
Rumble in the Bronx,7500000,36238752,23-Feb-96,23-Feb-96,4.8318334,1996,2,3.1613791,1.1510084
Unforgettable,18000000,2483790,23-Feb-96,23-Feb-96,0.13798833,1996,2,3.1613791,1.1510084
Bottle Rocket,5000000,407488,21-Feb-96,21-Feb-96,0.081497602,1996,2,3.1613791,1.1510084
City Hall,40000000,20231760,16-Feb-96,16-Feb-96,0.50579399,1996,2,3.1613791,1.1510084
Happy Gilmore,10000000,40982952,16-Feb-96,16-Feb-96,4.0982952,1996,2,3.1613791,1.1510084
Broken Arrow,65000000,148340985,9-Feb-96,9-Feb-96,2.2821691,1996,2,3.1613791,1.1510084
White Squall,38000000,10229300,2-Feb-96,2-Feb-96,0.2691921,1996,2,3.1613791,1.1510084
The Juror,44000000,22079985,2-Feb-96,2-Feb-96,0.50181782,1996,2,3.1613791,1.1510084
From Dusk Till Dawn,20000000,25728961,19-Jan-96,19-Jan-96,1.286448,1996,1,3.1613791,1.1510084
Eye for an Eye,20000000,26729447,12-Jan-96,12-Jan-96,1.3364724,1996,1,3.1613791,1.1510084
Oscar and Lucinda,12500000,1508689,31-Dec-97,31-Dec-97,0.12069512,1997,12,5.1720185,1.6432631
The Postman,80000000,20783810,25-Dec-97,25-Dec-97,0.25979763,1997,12,5.1720185,1.6432631
Jackie Brown,12000000,74701925,25-Dec-97,25-Dec-97,6.2251606,1997,12,5.1720185,1.6432631
Wag the Dog,15000000,64217092,25-Dec-97,25-Dec-97,4.2811394,1997,12,5.1720185,1.6432631
Kundun,28000000,5532301,25-Dec-97,25-Dec-97,0.19758219,1997,12,5.1720185,1.6432631
As Good as it Gets,50000000,313271386,24-Dec-97,24-Dec-97,6.2654276,1997,12,5.1720185,1.6432631
Titanic,200000000,2207615668,19-Dec-97,19-Dec-97,11.038078,1997,12,5.1720185,1.6432631
Tomorrow Never Dies,110000000,339479326,19-Dec-97,19-Dec-97,3.0861757,1997,12,5.1720185,1.6432631
Mouse Hunt,38000000,61834214,19-Dec-97,19-Dec-97,1.6272161,1997,12,5.1720185,1.6432631
The Apostle,5000000,21277770,17-Dec-97,17-Dec-97,4.2555542,1997,12,5.1720185,1.6432631
Scream 2,24000000,101334374,12-Dec-97,12-Dec-97,4.2222657,1997,12,5.1720185,1.6432631
Deconstructing Harry,20000000,10569071,12-Dec-97,12-Dec-97,0.52845353,1997,12,5.1720185,1.6432631
Amistad,40000000,58212953,12-Dec-97,12-Dec-97,1.4553238,1997,12,5.1720185,1.6432631
Good Will Hunting,10000000,225839411,5-Dec-97,5-Dec-97,22.583941,1997,12,5.1720185,1.6432631
Alien: Resurrection,60000000,160653592,26-Nov-97,26-Nov-97,2.6775599,1997,11,5.1720185,1.6432631
Flubber,80000000,177969824,26-Nov-97,26-Nov-97,2.2246227,1997,11,5.1720185,1.6432631
The Rainmaker,40000000,45856732,21-Nov-97,21-Nov-97,1.1464183,1997,11,5.1720185,1.6432631
Midnight in the Garden of Good and Evil,35000000,25078937,21-Nov-97,21-Nov-97,0.71654105,1997,11,5.1720185,1.6432631
Mortal Kombat: Annihilation,30000000,51327406,21-Nov-97,21-Nov-97,1.7109135,1997,11,5.1720185,1.6432631
Anastasia,53000000,139695831,14-Nov-97,14-Nov-97,2.6357703,1997,11,5.1720185,1.6432631
The Man Who Knew Too Little,20000000,13801755,14-Nov-97,14-Nov-97,0.69008774,1997,11,5.1720185,1.6432631
The Jackal,60000000,159310560,14-Nov-97,14-Nov-97,2.6551759,1997,11,5.1720185,1.6432631
Eve's Bayou,5000000,14821531,7-Nov-97,7-Nov-97,2.9643061,1997,11,5.1720185,1.6432631
Mad City,50000000,10556196,7-Nov-97,7-Nov-97,0.21112391,1997,11,5.1720185,1.6432631
Starship Troopers,100000000,121031113,7-Nov-97,7-Nov-97,1.2103112,1997,11,5.1720185,1.6432631
Switchback,38000000,6482195,31-Oct-97,31-Oct-97,0.17058408,1997,10,5.1720185,1.6432631
Critical Care,12000000,218158,31-Oct-97,31-Oct-97,0.018179834,1997,10,5.1720185,1.6432631
Gattaca,36000000,12339633,24-Oct-97,24-Oct-97,0.3427676,1997,10,5.1720185,1.6432631
Devil's Advocate,57000000,152984028,17-Oct-97,17-Oct-97,2.6839304,1997,10,5.1720185,1.6432631
I Know What You Did Last Summer,17000000,125219395,17-Oct-97,17-Oct-97,7.3658466,1997,10,5.1720185,1.6432631
The Sweet Hereafter,5000000,7951247,10-Oct-97,10-Oct-97,1.5902494,1997,10,5.1720185,1.6432631
Boogie Nights,15000000,43085873,10-Oct-97,10-Oct-97,2.8723915,1997,10,5.1720185,1.6432631
Seven Years in Tibet,70000000,131401509,8-Oct-97,8-Oct-97,1.8771644,1997,10,5.1720185,1.6432631
Kiss the Girls,27000000,60491560,3-Oct-97,3-Oct-97,2.2404282,1997,10,5.1720185,1.6432631
Soul Food,7500000,43490057,26-Sep-97,26-Sep-97,5.7986741,1997,9,5.1720185,1.6432631
The Peacemaker,50000000,62960505,26-Sep-97,26-Sep-97,1.2592101,1997,9,5.1720185,1.6432631
The Ice Storm,18000000,15811546,26-Sep-97,26-Sep-97,0.87841922,1997,9,5.1720185,1.6432631
In & Out,35000000,83226569,19-Sep-97,19-Sep-97,2.377902,1997,9,5.1720185,1.6432631
L.A. Confidential,35000000,110604977,19-Sep-97,19-Sep-97,3.1601422,1997,9,5.1720185,1.6432631
The Game,50000000,80369970,12-Sep-97,12-Sep-97,1.6073993,1997,9,5.1720185,1.6432631
The Grimm Brothers' Snow White,26000000,5000,24-Aug-97,24-Aug-97,0.000192308,1997,8,5.1720185,1.6432631
Money Talks,25000000,41067398,22-Aug-97,22-Aug-97,1.6426959,1997,8,5.1720185,1.6432631
G.I. Jane,50000000,48154732,22-Aug-97,22-Aug-97,0.96309465,1997,8,5.1720185,1.6432631
Sunday,450000,450349,22-Aug-97,22-Aug-97,1.0007756,1997,8,5.1720185,1.6432631
Steel,16000000,1686429,15-Aug-97,15-Aug-97,0.10540181,1997,8,5.1720185,1.6432631
Cop Land,15000000,63610734,15-Aug-97,15-Aug-97,4.2407155,1997,8,5.1720185,1.6432631
Event Horizon,60000000,26668092,15-Aug-97,15-Aug-97,0.4444682,1997,8,5.1720185,1.6432631
The Full Monty,3500000,257845980,13-Aug-97,13-Aug-97,73.67028,1997,8,5.1720185,1.6432631
Conspiracy Theory,80000000,142746226,8-Aug-97,8-Aug-97,1.7843279,1997,8,5.1720185,1.6432631
Def Jam's How To Be a Player,12000000,14008431,6-Aug-97,6-Aug-97,1.1673692,1997,8,5.1720185,1.6432631
In the Company of Men,25000,2856622,1-Aug-97,1-Aug-97,114.26488,1997,8,5.1720185,1.6432631
Air Bud,3000000,27771629,1-Aug-97,1-Aug-97,9.2572098,1997,8,5.1720185,1.6432631
Spawn,40000000,87937226,31-Jul-97,31-Jul-97,2.1984305,1997,7,5.1720185,1.6432631
Air Force One,85000000,314932668,25-Jul-97,25-Jul-97,3.7050903,1997,7,5.1720185,1.6432631
Nothing To Lose,25000000,64591257,18-Jul-97,18-Jul-97,2.5836504,1997,7,5.1720185,1.6432631
George Of The Jungle,55000000,174424566,16-Jul-97,16-Jul-97,3.1713557,1997,7,5.1720185,1.6432631
A Simple Wish,28000000,8119205,11-Jul-97,11-Jul-97,0.28997162,1997,7,5.1720185,1.6432631
Contact,90000000,165748848,11-Jul-97,11-Jul-97,1.8416538,1997,7,5.1720185,1.6432631
Men in Black,90000000,587247615,1-Jul-97,1-Jul-97,6.5249734,1997,7,5.1720185,1.6432631
Face/Off,80000000,241197065,27-Jun-97,27-Jun-97,3.0149634,1997,6,5.1720185,1.6432631
Dream With The Fishes,1000000,542909,20-Jun-97,20-Jun-97,0.54290903,1997,6,5.1720185,1.6432631
The Last Time I Committed Suicide,4000000,12836,20-Jun-97,20-Jun-97,0.003209,1997,6,5.1720185,1.6432631
Batman & Robin,125000000,238300947,20-Jun-97,20-Jun-97,1.9064076,1997,6,5.1720185,1.6432631
My Best Friend's Wedding,46000000,298915378,20-Jun-97,20-Jun-97,6.4981604,1997,6,5.1720185,1.6432631
Hercules,70000000,250634690,13-Jun-97,13-Jun-97,3.5804956,1997,6,5.1720185,1.6432631
Ulee's Gold,2700000,15600000,13-Jun-97,13-Jun-97,5.7777777,1997,6,5.1720185,1.6432631
Speed II: Cruise Control,110000000,150439315,13-Jun-97,13-Jun-97,1.3676301,1997,6,5.1720185,1.6432631
Con Air,80000000,224087161,6-Jun-97,6-Jun-97,2.8010895,1997,6,5.1720185,1.6432631
The Lost World: Jurassic Park,75000000,618626844,22-May-97,22-May-97,8.2483578,1997,5,5.1720185,1.6432631
Father's Day,85000000,35659604,9-May-97,9-May-97,0.41952476,1997,5,5.1720185,1.6432631
The Fifth Element,95000000,263869158,9-May-97,9-May-97,2.77757,1997,5,5.1720185,1.6432631
Austin Powers: International Man of Mystery,18000000,67668030,2-May-97,2-May-97,3.759335,1997,5,5.1720185,1.6432631
Breakdown,36000000,50129186,2-May-97,2-May-97,1.3924774,1997,5,5.1720185,1.6432631
Warriors of Virtue,35000000,6448817,2-May-97,2-May-97,0.18425192,1997,5,5.1720185,1.6432631
Volcano,90000000,120027316,25-Apr-97,25-Apr-97,1.3336369,1997,4,5.1720185,1.6432631
8 Heads in a Duffel Bag,3000000,3959990,18-Apr-97,18-Apr-97,1.3199967,1997,4,5.1720185,1.6432631
McHale's Navy,42000000,4368453,18-Apr-97,18-Apr-97,0.10401078,1997,4,5.1720185,1.6432631
Grosse Pointe Blank,15000000,31059206,11-Apr-97,11-Apr-97,2.0706136,1997,4,5.1720185,1.6432631
Anaconda,45000000,136957989,11-Apr-97,11-Apr-97,3.0435109,1997,4,5.1720185,1.6432631
Pink Flamingos,12000,413802,11-Apr-97,11-Apr-97,34.483501,1997,4,5.1720185,1.6432631
Chasing Amy,250000,15155095,4-Apr-97,4-Apr-97,60.62038,1997,4,5.1720185,1.6432631
The Saint,90000000,169392132,4-Apr-97,4-Apr-97,1.8821348,1997,4,5.1720185,1.6432631
Love and Other Catastrophes,250000,743216,28-Mar-97,28-Mar-97,2.9728639,1997,3,5.1720185,1.6432631
The Devil's Own,90000000,140891572,26-Mar-97,26-Mar-97,1.5654619,1997,3,5.1720185,1.6432631
Cats Don't Dance,32000000,3562749,26-Mar-97,26-Mar-97,0.1113359,1997,3,5.1720185,1.6432631
Selena,20000000,35422828,21-Mar-97,21-Mar-97,1.7711414,1997,3,5.1720185,1.6432631
Liar Liar,45000000,302695380,21-Mar-97,21-Mar-97,6.7265639,1997,3,5.1720185,1.6432631
Love Jones,10000000,12514138,14-Mar-97,14-Mar-97,1.2514138,1997,3,5.1720185,1.6432631
Smilla's Sense of Snow,35000000,2221994,28-Feb-97,28-Feb-97,0.06348554,1997,2,5.1720185,1.6432631
Donnie Brasco,35000000,65303052,28-Feb-97,28-Feb-97,1.8658015,1997,2,5.1720185,1.6432631
Kama Sutra,3000000,4109095,28-Feb-97,28-Feb-97,1.3696983,1997,2,5.1720185,1.6432631
Blood and Wine,26000000,1075288,21-Feb-97,21-Feb-97,0.04135723,1997,2,5.1720185,1.6432631
Absolute Power,50000000,50007168,14-Feb-97,14-Feb-97,1.0001434,1997,2,5.1720185,1.6432631
Dante's Peak,115000000,178191885,7-Feb-97,7-Feb-97,1.5494946,1997,2,5.1720185,1.6432631
Shadow Conspiracy,45000000,2154540,31-Jan-97,31-Jan-97,0.047878668,1997,1,5.1720185,1.6432631
Waiting for Guffman,4000000,2922988,31-Jan-97,31-Jan-97,0.73074698,1997,1,5.1720185,1.6432631
Prefontaine,8000000,590817,24-Jan-97,24-Jan-97,0.073852122,1997,1,5.1720185,1.6432631
Albino Alligator,5000000,326308,17-Jan-97,17-Jan-97,0.065261602,1997,1,5.1720185,1.6432631
The Relic,60000000,33927476,10-Jan-97,10-Jan-97,0.56545794,1997,1,5.1720185,1.6432631
Turbulence,55000000,11466088,10-Jan-97,10-Jan-97,0.20847432,1997,1,5.1720185,1.6432631
Stepmom,50000000,159638444,25-Dec-98,25-Dec-98,3.1927688,1998,12,3.1641936,1.1518983
The Faculty,15000000,40064955,25-Dec-98,25-Dec-98,2.6709969,1998,12,3.1641936,1.1518983
Patch Adams,50000000,202173000,25-Dec-98,25-Dec-98,4.0434599,1998,12,3.1641936,1.1518983
Mighty Joe Young,80000000,50628009,25-Dec-98,25-Dec-98,0.63285011,1998,12,3.1641936,1.1518983
The Swindle,10000000,5045359,25-Dec-98,25-Dec-98,0.50453591,1998,12,3.1641936,1.1518983
A Civil Action,60000000,56702901,25-Dec-98,25-Dec-98,0.94504833,1998,12,3.1641936,1.1518983
The Thin Red Line,52000000,97694306,23-Dec-98,23-Dec-98,1.8787366,1998,12,3.1641936,1.1518983
You've Got Mail,65000000,250710047,18-Dec-98,18-Dec-98,3.8570776,1998,12,3.1641936,1.1518983
The Prince of Egypt,60000000,218417900,18-Dec-98,18-Dec-98,3.6402984,1998,12,3.1641936,1.1518983
Jack Frost,50000000,34545030,11-Dec-98,11-Dec-98,0.69090062,1998,12,3.1641936,1.1518983
Rushmore,10000000,19071269,11-Dec-98,11-Dec-98,1.9071269,1998,12,3.1641936,1.1518983
Star Trek: Insurrection,70000000,117789913,11-Dec-98,11-Dec-98,1.682713,1998,12,3.1641936,1.1518983
A Simple Plan,17000000,16311763,11-Dec-98,11-Dec-98,0.95951545,1998,12,3.1641936,1.1518983
Shakespeare in Love,26000000,279423528,11-Dec-98,11-Dec-98,10.747059,1998,12,3.1641936,1.1518983
Psycho,20000000,37065220,4-Dec-98,4-Dec-98,1.853261,1998,12,3.1641936,1.1518983
Little Voice,6000000,21787233,4-Dec-98,4-Dec-98,3.6312056,1998,12,3.1641936,1.1518983
Very Bad Things,10000000,20947286,25-Nov-98,25-Nov-98,2.0947287,1998,11,3.1641936,1.1518983
Home Fries,15000000,10443316,25-Nov-98,25-Nov-98,0.69622105,1998,11,3.1641936,1.1518983
Babe: Pig in the City,80000000,69130000,25-Nov-98,25-Nov-98,0.86412501,1998,11,3.1641936,1.1518983
Waking Ned Devine,3000000,55188807,20-Nov-98,20-Nov-98,18.396269,1998,11,3.1641936,1.1518983
Celebrity,12000000,6153836,20-Nov-98,20-Nov-98,0.51281965,1998,11,3.1641936,1.1518983
The Rugrats Movie,28000000,140891683,20-Nov-98,20-Nov-98,5.031846,1998,11,3.1641936,1.1518983
Enemy of the State,85000000,250644445,20-Nov-98,20-Nov-98,2.9487581,1998,11,3.1641936,1.1518983
Central do Brasil,2900000,17006158,20-Nov-98,20-Nov-98,5.8641925,1998,11,3.1641936,1.1518983
A Bug's Life,45000000,363089431,20-Nov-98,20-Nov-98,8.0686541,1998,11,3.1641936,1.1518983
I Still Know What You Did Last Summer,24000000,39989088,13-Nov-98,13-Nov-98,1.666212,1998,11,3.1641936,1.1518983
Meet Joe Black,85000000,44606335,13-Nov-98,13-Nov-98,0.52478039,1998,11,3.1641936,1.1518983
The Siege,70000000,116623995,6-Nov-98,6-Nov-98,1.6660571,1998,11,3.1641936,1.1518983
Gods and Monsters,3500000,6390032,6-Nov-98,6-Nov-98,1.8257234,1998,11,3.1641936,1.1518983
Velvet Goldmine,9000000,4303343,6-Nov-98,6-Nov-98,0.47814924,1998,11,3.1641936,1.1518983
The Waterboy,23000000,190187252,6-Nov-98,6-Nov-98,8.2690105,1998,11,3.1641936,1.1518983
Elizabeth,25000000,82080933,6-Nov-98,6-Nov-98,3.2832372,1998,11,3.1641936,1.1518983
Living Out Loud,12000000,12902790,30-Oct-98,30-Oct-98,1.0752325,1998,10,3.1641936,1.1518983
Vampires,20000000,20241395,30-Oct-98,30-Oct-98,1.0120697,1998,10,3.1641936,1.1518983
American History X,10000000,6712241,30-Oct-98,30-Oct-98,0.67122412,1998,10,3.1641936,1.1518983
Orgazmo,1000000,627287,23-Oct-98,23-Oct-98,0.62728697,1998,10,3.1641936,1.1518983
Soldier,75000000,14567883,23-Oct-98,23-Oct-98,0.19423844,1998,10,3.1641936,1.1518983
Bride of Chucky,25000000,50656960,16-Oct-98,16-Oct-98,2.0262785,1998,10,3.1641936,1.1518983
Happiness,3000000,5746453,16-Oct-98,16-Oct-98,1.9154843,1998,10,3.1641936,1.1518983
Practical Magic,60000000,68097643,16-Oct-98,16-Oct-98,1.1349608,1998,10,3.1641936,1.1518983
Beloved,53000000,22843047,16-Oct-98,16-Oct-98,0.43100089,1998,10,3.1641936,1.1518983
The Mighty,100000,6113025,9-Oct-98,9-Oct-98,61.130249,1998,10,3.1641936,1.1518983
Slam,1000000,1059916,9-Oct-98,9-Oct-98,1.059916,1998,10,3.1641936,1.1518983
Festen,1300000,1647780,9-Oct-98,9-Oct-98,1.2675231,1998,10,3.1641936,1.1518983
